时间坐标,穿透率,处理效率,进口浓度,出口浓度,拼接时间段,数据点数,计算规则
1.4072222222222223e-06,0.47814442850310857,52.18555714968916,3.1041745730550288,2.2388994307400383,1_2,527,规则2-拼接段
