时间坐标,穿透率,处理效率,进口浓度,出口浓度,风速段,数据点数,计算规则,window_start,window_end
1.5,0.1363807858807859,86.36192141192141,113.0,15.66,1,5,规则1-风速段,2024-07-24 09:00:00,2024-07-24 12:00:00
