Name,Path,Data Type,Logical Address,Comment,Hmi Visible,Hmi Accessible,Hmi Writeable,Typeobject ID,Version ID
Tag_427,默认变量表,Bool,%M123.1,,True,True,True,,
Tag_428,默认变量表,Bool,%M123.2,,True,True,True,,
Tag_429,默认变量表,Bool,%M124.1,,True,True,True,,
Tag_430,默认变量表,Bool,%M124.2,,True,True,True,,
Tag_431,默认变量表,Bool,%M125.1,,True,True,True,,
Tag_432,默认变量表,Bool,%M125.2,,True,True,True,,
Tag_433,默认变量表,Bool,%M126.1,,True,True,True,,
Tag_434,默认变量表,Bool,%M126.2,,True,True,True,,
Tag_435,默认变量表,Bool,%M127.1,,True,True,True,,
Tag_436,默认变量表,Bool,%M127.2,,True,True,True,,
Tag_437,默认变量表,Bool,%M128.1,,True,True,True,,
Tag_438,默认变量表,Bool,%M128.2,,True,True,True,,
Tag_439,默认变量表,Bool,%M129.1,,True,True,True,,
Tag_440,默认变量表,Bool,%M129.2,,True,True,True,,
Tag_441,默认变量表,Bool,%M130.1,,True,True,True,,
Tag_442,默认变量表,Bool,%M130.2,,True,True,True,,
Tag_443,默认变量表,Bool,%M131.1,,True,True,True,,
Tag_444,默认变量表,Bool,%M131.2,,True,True,True,,
Tag_445,默认变量表,Bool,%M132.1,,True,True,True,,
Tag_446,默认变量表,Bool,%M132.2,,True,True,True,,
Tag_447,默认变量表,Bool,%M133.1,,True,True,True,,
Tag_448,默认变量表,Bool,%M133.2,,True,True,True,,
Tag_449,默认变量表,Bool,%M134.1,,True,True,True,,
Tag_450,默认变量表,Bool,%M134.2,,True,True,True,,
Tag_451,默认变量表,Bool,%M135.1,,True,True,True,,
Tag_452,默认变量表,Bool,%M135.2,,True,True,True,,
Tag_453,默认变量表,Bool,%M136.1,,True,True,True,,
Tag_454,默认变量表,Bool,%M136.2,,True,True,True,,
Tag_455,默认变量表,Bool,%M137.1,,True,True,True,,
Tag_456,默认变量表,Bool,%M137.2,,True,True,True,,
Tag_457,默认变量表,Bool,%M138.1,,True,True,True,,
Tag_458,默认变量表,Bool,%M138.2,,True,True,True,,
Tag_459,默认变量表,Bool,%M139.1,,True,True,True,,
Tag_460,默认变量表,Bool,%M139.2,,True,True,True,,
Tag_461,默认变量表,Bool,%M140.1,,True,True,True,,
Tag_462,默认变量表,Bool,%M140.2,,True,True,True,,
Tag_463,默认变量表,Bool,%M141.1,,True,True,True,,
Tag_464,默认变量表,Bool,%M141.2,,True,True,True,,
Tag_465,默认变量表,Bool,%M142.1,,True,True,True,,
Tag_466,默认变量表,Bool,%M142.2,,True,True,True,,
Tag_467,默认变量表,Bool,%M143.1,,True,True,True,,
Tag_468,默认变量表,Bool,%M143.2,,True,True,True,,
Tag_469,默认变量表,Bool,%M144.1,,True,True,True,,
Tag_470,默认变量表,Bool,%M144.2,,True,True,True,,
Tag_471,默认变量表,Bool,%M145.1,,True,True,True,,
Tag_472,默认变量表,Bool,%M145.2,,True,True,True,,
Tag_473,默认变量表,Bool,%M146.1,,True,True,True,,
Tag_474,默认变量表,Bool,%M146.2,,True,True,True,,
Tag_475,默认变量表,Bool,%M147.1,,True,True,True,,
Tag_476,默认变量表,Bool,%M147.2,,True,True,True,,
Tag_477,默认变量表,Bool,%M148.1,,True,True,True,,
Tag_478,默认变量表,Bool,%M148.2,,True,True,True,,
Tag_479,默认变量表,Bool,%M149.1,,True,True,True,,
Tag_480,默认变量表,Bool,%M149.2,,True,True,True,,
Tag_481,默认变量表,Bool,%M150.1,,True,True,True,,
Tag_482,默认变量表,Bool,%M150.2,,True,True,True,,
Tag_483,默认变量表,Bool,%M151.1,,True,True,True,,
Tag_484,默认变量表,Bool,%M151.2,,True,True,True,,
Tag_485,默认变量表,Bool,%M152.1,,True,True,True,,
Tag_486,默认变量表,Bool,%M152.2,,True,True,True,,
Tag_487,默认变量表,Bool,%M153.1,,True,True,True,,
Tag_488,默认变量表,Bool,%M153.2,,True,True,True,,
Tag_489,默认变量表,Bool,%M154.1,,True,True,True,,
Tag_490,默认变量表,Bool,%M154.2,,True,True,True,,
Tag_491,默认变量表,Bool,%M155.1,,True,True,True,,
Tag_492,默认变量表,Bool,%M155.2,,True,True,True,,
Tag_493,默认变量表,Bool,%M156.1,,True,True,True,,
Tag_494,默认变量表,Bool,%M156.2,,True,True,True,,
Tag_495,默认变量表,Bool,%M157.1,,True,True,True,,
Tag_496,默认变量表,Bool,%M157.2,,True,True,True,,
Tag_497,默认变量表,Bool,%M158.1,,True,True,True,,
Tag_498,默认变量表,Bool,%M158.2,,True,True,True,,
Tag_499,默认变量表,Bool,%M159.1,,True,True,True,,
Tag_500,默认变量表,Bool,%M159.2,,True,True,True,,
Tag_501,默认变量表,Bool,%M160.1,,True,True,True,,
Tag_502,默认变量表,Bool,%M160.2,,True,True,True,,
Tag_503,默认变量表,Bool,%M161.1,,True,True,True,,
Tag_504,默认变量表,Bool,%M161.2,,True,True,True,,
Tag_505,默认变量表,Bool,%M162.1,,True,True,True,,
Tag_506,默认变量表,Bool,%M162.2,,True,True,True,,
Tag_507,默认变量表,Bool,%M163.1,,True,True,True,,
Tag_508,默认变量表,Bool,%M163.2,,True,True,True,,
Tag_509,默认变量表,Bool,%M164.1,,True,True,True,,
Tag_510,默认变量表,Bool,%M164.2,,True,True,True,,
Tag_511,默认变量表,Bool,%M165.1,,True,True,True,,
Tag_512,默认变量表,Bool,%M165.2,,True,True,True,,
Tag_513,默认变量表,Bool,%M166.1,,True,True,True,,
Tag_514,默认变量表,Bool,%M166.2,,True,True,True,,
Tag_515,默认变量表,Bool,%M167.1,,True,True,True,,
Tag_516,默认变量表,Bool,%M167.2,,True,True,True,,
Tag_517,默认变量表,Bool,%M168.1,,True,True,True,,
Tag_518,默认变量表,Bool,%M168.2,,True,True,True,,
Tag_519,默认变量表,Bool,%M169.1,,True,True,True,,
Tag_520,默认变量表,Bool,%M169.2,,True,True,True,,
Tag_521,默认变量表,Bool,%M170.1,,True,True,True,,
Tag_522,默认变量表,Bool,%M170.2,,True,True,True,,
Tag_523,默认变量表,Bool,%M171.1,,True,True,True,,
Tag_524,默认变量表,Bool,%M171.2,,True,True,True,,
Tag_525,默认变量表,Bool,%M172.1,,True,True,True,,
Tag_526,默认变量表,Bool,%M172.2,,True,True,True,,
Tag_527,默认变量表,Bool,%M173.0,,True,True,True,,
Tag_528,默认变量表,Bool,%M0.3,,True,True,True,,
Tag_529,默认变量表,Bool,%M73.1,,True,True,True,,
Tag_530,默认变量表,Bool,%M73.2,,True,True,True,,
Tag_531,默认变量表,Bool,%M0.4,,True,True,True,,
Tag_532,默认变量表,Bool,%M0.5,,True,True,True,,
Tag_533,默认变量表,Bool,%M0.6,,True,True,True,,
Tag_535,默认变量表,Bool,%M80.0,,True,True,True,,
Tag_536,默认变量表,Bool,%M80.1,,True,True,True,,
Tag_537,默认变量表,Bool,%M0.7,,True,True,True,,
Tag_538,默认变量表,Bool,%M80.2,,True,True,True,,
Tag_539,默认变量表,Bool,%M80.3,,True,True,True,,
Tag_540,默认变量表,Bool,%M80.4,,True,True,True,,
Tag_541,默认变量表,Bool,%M80.5,,True,True,True,,
Tag_542,默认变量表,Real,%MD132,,True,True,True,,
Tag_543,默认变量表,UDInt,%MD136,,True,True,True,,
Tag_544,默认变量表,UDInt,%MD140,,True,True,True,,
Tag_545,默认变量表,UDInt,%MD144,,True,True,True,,
Tag_546,默认变量表,Real,%MD148,,True,True,True,,
Tag_547,默认变量表,Real,%MD152,,True,True,True,,
Tag_548,默认变量表,UDInt,%MD156,,True,True,True,,
Tag_154,默认变量表,Real,%MD160,,True,True,True,,
Tag_549,默认变量表,Real,%MD164,,True,True,True,,
Tag_550,默认变量表,DInt,%MD168,,True,True,True,,
Tag_551,默认变量表,Time,%MD12,,True,True,True,,
Tag_552,默认变量表,Bool,%M90.0,,True,True,True,,
Tag_553,默认变量表,Bool,%M90.1,,True,True,True,,
Tag_554,默认变量表,Time,%MD16,,True,True,True,,
Tag_555,默认变量表,Time,%MD20,,True,True,True,,
