数据时间,垃圾抓斗1,垃圾抓斗2,DCS系统时间-年,DCS系统时间-月,DCS系统时间-日 ,DCS系统时间-时,DCS系统时间-分,DCS系统时间-秒,3号炉推料器1运行信号,3号炉推料器2运行信号,3号炉推料器3运行信号,3号炉推料器4运行信号,3号炉推料器5运行信号,4号炉推料器1运行信号,4号炉推料器2运行信号,4号炉推料器3运行信号,4号炉推料器4运行信号,4号炉推料器5运行信号,5号炉推料器1运行信号,5号炉推料器2运行信号,5号炉推料器3运行信号,5号炉推料器4运行信号,6号炉推料器1运行信号,6号炉推料器2运行信号,6号炉推料器3运行信号,6号炉推料器4运行信号,6号炉推料器5运行信号,3号炉辅助燃烧器运行信号,4号炉辅助燃烧器运行信号,5号炉辅助燃烧器运行信号1,5号炉辅助燃烧器运行信号2,6号炉辅助燃烧器运行信号,3号炉炉膛上部温度,3号炉炉膛中部温度,4号炉炉膛上部温度,4号炉炉膛中部温度,5号炉炉膛上部温度,5号炉炉膛中部温度,6号炉炉膛上部温度,6号炉炉膛中部温度,3号炉炉膛压力,4号炉炉膛压力,5号炉炉膛压力,6号炉炉膛压力,3号炉一次风机10频率反馈,3号炉一次风机1频率反馈,3号炉一次风机2频率反馈,3号炉一次风机3频率反馈,3号炉一次风机4频率反馈,3号炉一次风机5频率反馈,3号炉一次风机6频率反馈,3号炉一次风机7频率反馈,3号炉一次风机8频率反馈,3号炉一次风机9频率反馈,3号炉一次风机10电流反馈,3号炉一次风机1电流反馈,3号炉一次风机2电流反馈,3号炉一次风机3电流反馈,3号炉一次风机4电流反馈,3号炉一次风机5电流反馈,3号炉一次风机6电流反馈,3号炉一次风机7电流反馈,3号炉一次风机8电流反馈,3号炉一次风机9电流反馈,3号炉一次风机10运行信号,3号炉一次风机1运行信号,3号炉一次风机2运行信号,3号炉一次风机3运行信号,3号炉一次风机4运行信号,3号炉一次风机5运行信号,3号炉一次风机6运行信号,3号炉一次风机7运行信号,3号炉一次风机8运行信号,3号炉一次风机9运行信号,4号炉一次风机10频率反馈,4号炉一次风机1频率反馈,4号炉一次风机2频率反馈,4号炉一次风机3频率反馈,4号炉一次风机4频率反馈,4号炉一次风机5频率反馈,4号炉一次风机6频率反馈,4号炉一次风机7频率反馈,4号炉一次风机8频率反馈,4号炉一次风机9频率反馈,4号炉一次风机10电流反馈,4号炉一次风机1电流反馈,4号炉一次风机2电流反馈,4号炉一次风机3电流反馈,4号炉一次风机4电流反馈,4号炉一次风机5电流反馈,4号炉一次风机6电流反馈,4号炉一次风机7电流反馈,4号炉一次风机8电流反馈,4号炉一次风机9电流反馈,4号炉一次风机10运行信号,4号炉一次风机1运行信号,4号炉一次风机2运行信号,4号炉一次风机3运行信号,4号炉一次风机4运行信号,4号炉一次风机5运行信号,4号炉一次风机6运行信号,4号炉一次风机7运行信号,4号炉一次风机8运行信号,4号炉一次风机9运行信号,5号炉一次风机1频率反馈,5号炉一次风机2频率反馈,5号炉一次风机3频率反馈,5号炉一次风机4频率反馈,5号炉一次风机5频率反馈,5号炉一次风机1电流反馈,5号炉一次风机2电流反馈,5号炉一次风机3电流反馈,5号炉一次风机4电流反馈,5号炉一次风机5电流反馈,5号炉一次风机1运行信号,5号炉一次风机2运行信号,5号炉一次风机3运行信号,5号炉一次风机4运行信号,5号炉一次风机5运行信号,6号炉一次风机10频率反馈,6号炉一次风机1频率反馈,6号炉一次风机2频率反馈,6号炉一次风机3频率反馈,6号炉一次风机4频率反馈,6号炉一次风机5频率反馈,6号炉一次风机6频率反馈,6号炉一次风机7频率反馈,6号炉一次风机8频率反馈,6号炉一次风机9频率反馈,6号炉一次风机10电流反馈,6号炉一次风机1电流反馈,6号炉一次风机2电流反馈,6号炉一次风机3电流反馈,6号炉一次风机4电流反馈,6号炉一次风机5电流反馈,6号炉一次风机6电流反馈,6号炉一次风机7电流反馈,6号炉一次风机8电流反馈,6号炉一次风机9电流反馈,6号炉一次风机10运行信号,6号炉一次风机1运行信号,6号炉一次风机2运行信号,6号炉一次风机3运行信号,6号炉一次风机4运行信号,6号炉一次风机5运行信号,6号炉一次风机6运行信号,6号炉一次风机7运行信号,6号炉一次风机8运行信号,6号炉一次风机9运行信号,3号炉二次风机频率反馈,3号炉二次风机运行信号,4号炉二次风机频率反馈,4号炉二次风机运行信号,5号炉二次风机频率反馈,5号炉二次风机电流反馈,5号炉二次风机运行信号,6号炉二次风机频率反馈,6号炉二次风机运行信号,3号炉引风机频率反馈,3号炉引风机电流反馈,3号炉引风机风门开度反馈,3号炉引风机运行信号,4号炉引风机频率反馈,4号炉引风机电流反馈,4号炉引风机风门开度反馈,4号炉引风机运行信号,5号炉引风机频率反馈,5号炉引风机电流反馈,5号炉引风机风门开度反馈,5号炉引风机运行信号,6号炉引风机频率反馈,6号炉引风机电流反馈,6号炉引风机风门开度反馈,6号炉引风机运行信号,3号炉雾化石灰浆流量,3号炉半干法反应塔温度1,3号炉半干法反应塔温度2,3号炉半干法反应塔温度3,3号炉雾化石灰浆开关阀信号,3号炉雾化石灰浆电机电流,4号炉雾化石灰浆流量,4号炉半干法反应塔温度1,4号炉半干法反应塔温度2,4号炉半干法反应塔温度3,4号炉雾化石灰浆电机电流,5号炉雾化石灰浆流量,5号炉半干法反应塔温度1,5号炉半干法反应塔温度2,5号炉雾化石灰浆电机电流,6号炉雾化石灰浆流量,6号炉半干法反应塔温度1,6号炉半干法反应塔温度2,6号炉半干法反应塔温度3,6号炉雾化石灰浆开关阀信号,6号炉雾化石灰浆电机电流,3号炉PH1,3号炉PH2,3号炉湿式洗涤塔氢氧化钠流量流量,3号炉反应塔温度1,3号炉反应塔温度2,4号炉PH1,4号炉PH2,4号炉湿式洗涤塔氢氧化钠流量流量,4号炉反应塔温度1,4号炉反应塔温度2,5号炉PH1,5号炉PH2,5号炉湿式洗涤塔氢氧化钠流量流量,5号炉反应塔温度1,5号炉反应塔温度2,6号炉PH1,6号炉PH2,6号炉湿式洗涤塔氢氧化钠流量流量,6号炉反应塔温度1,6号炉反应塔温度2,3号炉还原剂流量1,3号炉还原剂流量2,3号炉炉膛出口温度,3号炉SNCR运行信号1,3号炉SNCR运行信号2,4号炉还原剂流量1,4号炉还原剂流量2,4号炉炉膛出口温度,4号炉SNCR运行信号1,4号炉SNCR运行信号2,5号炉还原剂流量1,5号炉还原剂流量2,5号炉炉膛出口温度,5号炉SNCR运行信号1,5号炉SNCR运行信号2,6号炉还原剂流量1,6号炉还原剂流量2,6号炉炉膛出口温度,6号炉SNCR运行信号1,6号炉SNCR运行信号2,3号炉氨逃逸量,3号炉还原剂流量,3号炉反应器进口温度,3号炉反应器出口温度,3号炉SCR设备运行信号,6号炉氨逃逸量,6号炉还原剂流量,6号炉反应器进口温度,6号炉反应器出口温度,6号炉SCR设备运行信号,3号炉活性炭喷射量,4号炉活性炭喷射量,5号炉活性炭喷射量,6号炉活性炭喷射量,3号炉布袋进出口压差,3号炉布袋除尘器温度,3号炉布袋器运行信号,4号炉布袋进出口压差,4号炉布袋除尘器温度,4号炉布袋器运行信号,5号炉布袋进出口压差,5号炉布袋除尘器温度,5号炉布袋器运行信号,6号炉布袋进出口压差,6号炉布袋除尘器温度,6号炉布袋器运行信号,3号炉温度,3号炉流量,3号炉湿度,3号炉O2,3号炉粉尘,3号炉SO2,3号炉Nox,3号炉CO,3号炉HCL,4号炉温度,4号炉流量,4号炉湿度,4号炉O2,4号炉粉尘,4号炉SO2,4号炉Nox,4号炉CO,4号炉HCL,5号炉温度,5号炉压力,5号炉流量,5号炉湿度,5号炉O2,5号炉粉尘,5号炉SO2,5号炉Nox,5号炉CO,5号炉HCL,6号炉温度,6号炉流量,6号炉湿度,6号炉O2,6号炉粉尘,6号炉SO2,6号炉Nox,6号炉CO,6号炉HCL
2025-01-01 00:00:00,0.00,0.00,2024.00,12.00,31.00,23.00,59.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,950.60,1039.10,959.42,1049.79,963.70,1017.30,1122.60,1128.93,18.01,-7.70,-301.48,-209.42,29.40,60.55,60.26,59.23,65.16,39.99,60.29,60.45,60.58,60.14,11.93,23.38,23.59,61.02,66.86,12.22,23.35,22.87,59.59,61.76,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.56,60.86,60.70,56.02,55.81,30.52,55.86,56.07,50.23,49.97,15.48,27.12,27.11,60.32,58.61,14.86,24.04,24.33,43.30,47.28,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.27,82.14,79.81,90.01,97.57,52.56,48.77,117.70,160.98,60.24,1.00,1.00,1.00,1.00,1.00,9.72,59.18,60.03,64.78,59.93,10.95,59.97,60.24,59.82,59.57,17.09,28.51,29.41,70.55,63.36,16.06,29.65,27.17,67.00,65.26,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,50.12,1.00,60.30,1.00,97.40,83.13,1.00,0.00,0.00,28.95,39.79,100.00,1.00,42.59,53.85,94.94,1.00,29.29,38.95,94.44,1.00,43.86,71.23,94.74,1.00,4158.63,117.26,140.43,148.61,1.00,38.40,1498.69,145.68,163.01,163.27,32.60,1.03,173.40,173.90,29.50,-0.52,172.98,189.99,192.27,1.00,33.20,9.78,0.09,0.00,9.50,9.80,8.01,0.00,0.55,57.60,57.60,1.36,5.32,0.58,66.80,67.00,7.97,14.02,0.49,61.90,62.20,138.65,-0.16,1040.03,1.00,0.00,263.58,0.07,932.71,1.00,0.00,-0.13,205.23,963.50,0.00,0.00,68.87,-0.10,1083.10,1.00,0.00,2.56,-0.04,47.99,140.64,0.00,25.46,-0.07,175.87,174.31,0.00,87.00,74.00,27.00,70.00,876.74,145.35,1.00,1479.08,163.50,1.00,1402.48,173.80,1.00,974.52,186.77,1.00,127.76,14.65,18.36,11.73,5.95,36.27,67.88,0.47,1.43,93.02,17.72,19.10,13.62,8.51,33.49,64.13,3.31,33.97,65.44,1.06,10.75,26.64,6.35,3.50,61.23,36.24,2.54,1.92,128.92,19.59,23.43,9.20,8.20,10.62,61.18,3.37,9.88
2025-01-01 00:02:00,3.26,2.34,2025.00,1.00,1.00,0.00,1.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,954.40,1048.83,963.50,1048.35,957.10,1017.70,1115.83,1119.60,5.53,9.01,-203.41,-178.28,29.39,60.63,60.28,59.22,65.18,39.98,60.29,60.37,60.42,60.15,11.94,23.88,23.12,60.20,67.48,12.80,23.58,23.64,59.76,61.85,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.56,60.87,60.71,56.02,55.79,30.52,55.85,56.08,50.22,49.94,15.34,27.35,27.38,60.60,58.97,14.92,24.20,24.81,43.87,48.10,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.24,82.12,79.77,90.10,97.46,49.49,48.30,112.61,163.04,60.02,1.00,1.00,1.00,1.00,1.00,9.74,59.19,60.03,64.97,59.73,11.07,59.97,60.16,59.87,59.57,17.11,28.67,29.05,72.20,62.87,15.90,29.71,26.82,64.29,62.58,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,55.26,1.00,60.29,1.00,97.32,83.48,1.00,0.00,0.00,28.95,39.61,100.00,1.00,42.62,52.38,94.94,1.00,29.28,38.84,94.44,1.00,43.86,70.80,94.74,1.00,4139.41,116.84,140.18,147.68,1.00,38.40,1483.11,145.24,163.53,164.35,32.70,1.01,173.00,173.60,29.70,-0.52,172.17,189.60,192.12,1.00,33.20,9.78,0.09,0.00,9.50,9.70,6.57,0.00,0.12,57.90,57.60,1.36,5.30,1.73,66.50,66.70,8.04,14.02,0.47,61.30,61.60,142.73,-0.16,1048.90,1.00,0.00,263.89,0.07,937.51,1.00,0.00,-0.13,205.25,954.30,0.00,0.00,69.11,-0.10,1082.95,1.00,0.00,2.47,-0.04,48.01,140.46,0.00,28.43,-0.07,175.87,174.19,0.00,87.00,73.00,26.00,70.00,867.00,144.79,1.00,1814.40,163.80,1.00,1399.19,173.20,1.00,976.65,186.73,1.00,127.77,14.93,20.42,9.52,4.98,33.88,51.65,0.79,1.06,93.02,17.70,19.00,13.74,8.52,26.46,27.30,7.54,27.81,65.34,1.01,11.32,26.69,6.71,4.13,31.29,35.84,2.47,7.20,128.85,18.68,22.99,9.78,9.00,9.55,71.85,3.71,10.84
2025-01-01 00:04:00,3.76,0.00,2025.00,1.00,1.00,0.00,3.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,956.47,1043.03,967.96,1047.28,951.60,1017.40,1114.07,1116.37,-0.22,16.28,-346.10,-204.10,29.43,60.71,60.25,59.14,65.21,39.99,60.38,60.41,55.43,55.10,12.06,24.15,22.92,61.10,67.50,12.92,23.72,23.42,61.62,56.59,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.57,60.86,60.71,56.03,55.81,30.53,55.87,56.07,50.10,49.98,15.31,26.99,27.46,59.93,58.02,14.85,24.00,24.61,43.93,47.28,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.24,82.17,79.79,90.02,97.44,52.87,50.11,114.82,164.95,59.00,1.00,1.00,1.00,1.00,1.00,9.78,59.46,59.92,64.83,59.71,10.89,60.72,60.33,59.89,59.47,17.07,27.43,29.30,70.41,62.76,16.12,29.80,28.15,63.70,68.27,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,55.26,1.00,60.31,1.00,97.32,81.92,1.00,12.70,0.00,28.95,39.91,100.01,1.00,38.55,48.82,94.93,1.00,29.28,38.55,94.43,1.00,43.86,71.10,94.74,1.00,4125.64,115.57,139.34,146.21,1.00,38.20,1486.22,146.15,165.16,166.14,32.70,1.03,172.80,173.40,29.60,-0.52,171.96,189.92,192.29,1.00,33.20,9.78,0.09,0.00,9.50,9.70,3.37,0.00,0.52,58.70,58.50,1.36,5.31,3.07,66.30,66.50,8.05,14.02,0.45,61.80,62.10,131.25,-0.16,1042.47,1.00,0.00,265.62,0.07,937.41,1.00,0.00,-0.13,205.49,951.70,0.00,0.00,67.88,-0.10,1082.55,1.00,0.00,2.26,-0.04,47.92,140.23,0.00,26.87,-0.07,175.87,174.20,0.00,85.00,73.00,26.00,69.00,871.70,143.73,1.00,1522.86,164.80,1.00,1395.04,173.20,1.00,983.37,186.89,1.00,127.68,14.45,20.08,11.04,5.66,37.15,64.90,0.45,0.50,91.43,17.59,19.32,13.39,8.04,31.52,22.53,11.62,23.52,65.25,0.97,10.91,26.46,6.52,3.23,10.75,33.76,2.49,12.15,128.85,18.71,23.11,9.25,8.13,5.78,66.03,3.14,9.32
2025-01-01 00:06:00,5.74,6.02,2025.00,1.00,1.00,0.00,5.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,953.97,1038.63,965.52,1046.68,951.20,1016.30,1109.97,1113.70,-0.54,24.31,-365.13,-195.20,29.41,60.71,60.36,59.13,65.23,39.97,60.40,60.49,55.49,55.13,12.00,24.03,23.06,60.66,67.18,12.58,23.95,23.55,59.64,56.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.56,60.85,60.70,56.03,55.80,30.53,55.86,56.08,50.10,50.03,15.34,26.91,26.45,60.32,58.68,14.85,23.88,24.90,44.07,48.05,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.26,82.24,79.79,90.02,97.55,55.64,49.12,114.11,157.36,57.50,1.00,1.00,1.00,1.00,1.00,9.85,59.39,59.97,64.80,59.95,10.96,59.96,60.25,59.88,59.53,17.05,27.16,29.22,70.63,64.22,16.11,28.88,27.48,64.21,64.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,50.13,1.00,60.30,1.00,97.38,83.21,1.00,12.99,0.00,28.95,40.09,100.00,1.00,38.55,48.92,94.94,1.00,29.28,38.48,94.44,1.00,43.86,70.91,94.74,1.00,4155.13,114.79,138.32,145.56,1.00,38.60,1485.19,146.49,164.75,165.01,32.60,1.02,172.90,173.40,29.60,-0.52,172.29,189.64,192.23,1.00,33.10,9.78,0.09,0.00,9.50,9.70,5.32,0.00,0.42,59.00,58.60,1.36,5.16,3.11,66.20,66.40,7.96,14.02,0.36,61.40,61.70,125.72,-0.16,1038.60,1.00,0.00,267.18,0.07,932.62,1.00,0.00,-0.13,203.78,951.30,0.00,0.00,68.03,-0.10,1082.08,1.00,0.00,2.23,-0.04,47.92,139.78,0.00,25.13,-0.07,175.87,174.20,0.00,85.00,72.00,26.00,69.00,858.78,142.99,1.00,1554.68,165.20,1.00,1372.35,173.30,1.00,994.51,186.86,1.00,127.53,15.15,18.06,11.96,5.98,23.10,67.30,0.48,0.65,85.67,16.89,19.20,14.22,8.94,19.96,24.26,14.55,18.90,65.25,1.18,10.70,26.54,6.44,3.20,4.15,44.37,2.42,3.67,128.85,19.06,22.05,10.20,9.05,7.33,76.35,3.27,9.95
2025-01-01 00:08:00,5.62,0.00,2025.00,1.00,1.00,0.00,7.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,952.10,1035.23,964.45,1046.73,947.50,1014.90,1116.77,1129.27,-4.34,1.19,-131.19,-126.09,29.42,60.68,60.42,59.18,65.21,39.97,60.06,60.50,55.52,55.10,12.02,24.10,23.17,60.56,67.24,12.75,24.20,23.90,58.85,56.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.58,60.85,60.70,61.11,60.88,45.72,55.85,56.08,55.19,55.20,15.38,25.84,25.66,67.54,64.37,15.01,22.36,23.01,53.31,49.63,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.25,82.16,79.78,90.10,97.62,53.13,47.84,108.90,161.22,59.80,1.00,1.00,1.00,1.00,1.00,9.84,59.34,60.08,65.12,59.95,10.97,60.52,60.22,59.95,59.54,17.07,27.74,30.41,71.74,65.57,16.12,28.15,27.48,65.74,64.34,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,50.14,1.00,60.30,1.00,97.22,82.70,1.00,13.38,0.00,28.95,39.88,100.02,1.00,39.34,58.13,94.94,1.00,29.29,38.68,94.43,1.00,43.86,71.34,94.74,1.00,3078.71,115.21,137.79,146.27,1.00,34.00,1482.07,146.94,164.27,164.52,32.60,1.01,172.70,173.30,29.70,-0.52,172.62,190.23,192.51,1.00,33.20,9.78,0.09,0.00,9.40,9.70,5.16,0.00,0.33,59.10,58.80,1.36,5.10,3.12,66.10,66.30,7.95,14.02,0.48,62.10,62.40,132.88,-0.16,1035.23,1.00,0.00,262.71,0.07,929.96,1.00,0.00,-0.22,204.95,947.70,0.00,0.00,64.37,-0.10,1081.66,1.00,0.00,2.31,-0.04,47.88,139.47,0.00,26.45,-0.07,175.87,174.28,0.00,85.00,72.00,26.00,69.00,876.23,144.58,1.00,1525.39,165.10,1.00,1398.50,173.00,1.00,977.42,187.26,1.00,127.41,14.81,19.06,11.40,5.80,21.42,65.03,0.46,0.81,79.76,16.86,19.41,13.83,8.28,29.65,23.43,14.36,14.30,65.24,1.06,11.45,26.41,6.38,3.76,4.54,47.11,2.48,4.11,126.48,18.33,21.61,8.85,7.34,10.41,72.91,2.66,7.89
2025-01-01 00:10:00,0.00,0.00,2025.00,1.00,1.00,0.00,9.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,951.00,1036.67,975.76,1046.81,939.80,1013.50,1119.47,1128.80,0.76,-41.78,-325.77,-221.03,29.41,60.92,60.56,59.21,65.18,40.00,60.38,60.44,55.49,55.01,12.04,24.16,23.56,60.22,67.51,12.72,24.08,23.25,59.81,56.34,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.55,60.85,60.70,61.13,60.85,45.74,55.86,56.10,55.18,55.23,15.15,25.95,26.07,68.02,66.07,15.18,22.08,23.25,53.94,50.30,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.33,82.14,79.73,90.07,97.55,52.62,48.43,111.21,160.08,58.93,1.00,1.00,1.00,1.00,1.00,9.82,59.45,60.00,64.85,60.09,10.90,59.97,60.19,59.83,59.74,17.01,28.01,30.12,69.17,63.27,16.15,29.46,27.19,66.99,64.82,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,50.13,1.00,60.30,1.00,97.29,81.89,1.00,13.68,0.00,28.95,39.91,100.00,1.00,39.58,50.94,94.94,1.00,29.29,38.57,94.43,1.00,43.86,70.68,94.74,1.00,3067.02,116.27,138.68,149.64,1.00,34.00,1490.90,147.54,164.95,165.49,32.70,1.03,172.30,172.90,29.50,-0.52,172.95,190.46,192.75,1.00,33.10,9.78,0.09,0.00,9.40,9.70,4.96,0.00,0.38,59.50,59.00,1.36,5.01,3.13,66.00,66.20,8.01,14.02,0.48,61.90,62.20,147.36,-0.16,1036.73,1.00,0.00,261.51,0.07,941.39,1.00,0.00,-0.13,199.58,939.40,0.00,0.00,112.77,-0.10,1081.70,1.00,0.00,2.24,-0.04,47.84,139.37,0.00,25.58,-0.07,175.97,174.31,0.00,85.00,71.00,26.00,68.00,864.82,148.49,1.00,1610.73,165.30,1.00,1395.21,172.30,1.00,1003.20,187.36,1.00,127.30,14.28,17.96,11.58,5.82,44.09,65.55,0.46,0.36,75.16,17.31,18.85,13.81,8.25,51.87,21.67,14.29,11.05,65.11,1.00,10.99,26.19,7.00,3.49,1.14,40.83,2.45,4.04,127.79,18.30,21.20,9.29,7.72,8.20,82.88,2.58,8.57
2025-01-01 00:12:00,6.44,0.00,2025.00,1.00,1.00,0.00,11.00,30.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,950.37,1033.50,975.34,1047.98,934.70,1011.30,1115.67,1121.60,-1.63,-11.61,-236.80,-150.82,29.43,60.83,60.54,59.06,60.28,40.06,60.38,60.54,55.55,55.02,12.08,24.36,23.55,60.20,60.90,13.25,23.62,23.43,59.56,56.18,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.56,60.85,60.69,61.13,60.89,45.72,55.85,56.08,55.19,55.31,15.47,25.43,25.18,68.42,64.37,15.24,21.46,23.14,51.50,50.64,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.31,82.27,79.78,90.11,97.48,52.47,49.99,112.03,165.23,59.75,1.00,1.00,1.00,1.00,1.00,9.82,59.32,60.01,64.78,59.69,11.08,60.01,60.26,59.88,59.54,17.09,27.73,28.75,69.55,63.22,15.89,29.40,27.32,65.60,65.59,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,50.14,1.00,60.30,1.00,97.29,83.50,1.00,12.84,0.00,28.95,39.79,100.00,1.00,39.58,50.88,94.94,1.00,29.29,38.70,94.43,1.00,43.86,70.93,94.74,1.00,3065.98,116.72,139.73,151.64,1.00,33.70,1493.76,147.80,165.50,165.96,32.70,1.03,172.00,172.60,29.50,-0.52,173.10,190.36,192.87,1.00,33.10,9.78,0.09,0.00,9.40,9.70,5.03,0.00,0.88,59.40,59.20,1.36,5.06,3.12,66.10,66.30,7.98,14.02,0.45,61.60,61.90,138.75,-0.16,1033.50,1.00,0.00,266.54,0.07,943.20,1.00,0.00,-0.20,199.97,934.70,0.00,0.00,250.35,-0.10,1081.98,1.00,0.00,2.38,-0.04,47.83,139.64,0.00,24.92,-0.07,176.04,174.28,0.00,85.00,71.00,26.00,68.00,876.74,149.67,1.00,1624.76,165.70,1.00,1373.39,172.10,1.00,989.17,187.60,1.00,127.33,14.63,17.96,11.82,6.05,52.30,63.88,0.48,0.47,71.64,17.06,18.51,13.10,7.18,248.04,25.33,7.41,9.22,65.24,0.94,11.37,26.31,6.78,3.41,1.82,37.33,2.38,3.54,128.27,18.40,20.97,9.76,8.21,9.98,96.44,2.52,9.57
2025-01-01 00:14:00,0.00,5.13,2025.00,1.00,1.00,0.00,13.00,50.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,951.03,1029.80,965.34,1047.68,933.00,1009.00,1116.27,1125.10,-1.19,-5.53,-328.24,-185.11,29.40,60.65,60.35,59.14,60.27,40.01,60.06,60.50,55.49,55.00,11.96,24.11,23.26,60.75,61.89,13.05,24.40,23.66,59.62,56.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,40.57,60.86,60.71,61.11,60.87,45.72,55.87,56.08,55.18,55.28,15.38,25.49,24.82,68.01,67.61,15.17,22.09,23.01,52.82,49.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,82.31,82.15,79.80,90.03,97.59,51.51,48.06,114.66,163.35,58.21,1.00,1.00,1.00,1.00,1.00,9.80,59.39,60.25,65.07,59.93,10.93,60.32,60.20,59.89,59.58,17.04,27.73,30.40,74.00,63.84,16.12,30.78,27.14,64.21,65.79,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,50.13,1.00,60.30,1.00,97.36,82.44,1.00,13.00,0.00,28.95,39.79,100.01,1.00,39.58,50.87,94.94,1.00,29.29,38.66,94.43,1.00,43.86,71.25,94.74,1.00,3065.72,116.66,140.68,152.85,1.00,34.00,1502.07,147.75,165.50,165.81,32.60,1.05,172.00,172.50,29.60,-0.52,172.92,190.73,193.05,1.00,33.20,9.78,0.09,0.00,9.40,9.60,7.39,0.00,1.10,58.70,58.90,1.36,5.00,3.09,66.20,66.40,7.97,14.02,0.48,62.00,62.20,128.75,-0.16,1029.93,1.00,0.00,266.44,0.07,935.72,1.00,0.00,-0.13,200.62,933.00,0.00,0.00,250.63,-0.10,1081.96,1.00,0.00,2.41,-0.04,47.77,140.05,0.00,24.05,-0.07,176.11,174.30,0.00,85.00,70.00,25.00,67.00,878.58,150.37,1.00,1602.94,166.10,1.00,1400.93,172.20,1.00,984.28,187.88,1.00,127.39,14.98,18.04,11.59,5.77,49.96,64.71,0.47,0.74,69.08,16.97,17.67,13.99,8.12,62.56,20.60,4.75,12.69,65.34,0.99,10.72,26.41,6.71,3.58,0.05,37.41,2.26,10.45,128.55,19.15,21.76,9.05,7.59,7.57,70.34,2.72,8.87
