时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-01-07 00:00:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 00:00:00,4,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 00:02:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 00:12:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 00:14:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 00:36:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 00:38:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 00:50:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 00:52:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 01:00:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 01:02:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 01:02:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 01:06:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 01:14:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 01:20:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 01:24:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 01:32:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 01:38:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 01:46:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 02:02:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 02:40:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 03:24:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 03:30:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 03:30:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 03:38:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-01-07 03:50:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-01-07 04:32:00,5,预警,焚烧炉出口氧含量偏低,预警
