时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-04-25 00:00:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 00:00:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 00:00:00,4,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 00:16:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 04:16:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 04:32:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 06:16:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 07:02:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 08:02:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 08:14:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 08:50:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 09:00:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 09:06:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 09:14:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 09:20:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 09:28:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 09:32:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 09:56:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 10:06:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 10:16:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 10:34:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 10:44:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 10:54:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 11:12:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 11:35:00,5,预警,瞬时低炉温焚烧,预警
2025-04-25 11:35:00,5,报警,低炉温焚烧,报警
2025-04-25 11:42:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 11:58:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 12:04:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 12:16:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 12:22:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 12:24:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 12:36:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 12:50:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 12:54:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 13:02:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 13:12:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 13:24:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 13:34:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 13:36:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 13:38:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 13:40:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 13:40:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 13:52:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:06:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:16:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:20:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:24:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:26:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 14:28:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:32:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:42:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:48:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 14:54:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:00:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 15:02:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:06:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 15:06:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:14:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:22:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:30:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:36:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:42:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:50:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 15:54:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 16:02:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 16:16:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 16:22:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 16:28:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 16:32:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 16:36:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 16:44:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 17:02:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-04-25 17:06:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 17:12:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 17:14:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 17:30:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 17:50:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 17:56:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 18:06:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 18:14:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 18:18:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 18:24:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 18:28:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 18:36:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 18:44:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 19:00:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 19:06:00,4,预警,布袋除尘器压力损失偏高,预警
2025-04-25 19:08:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 19:12:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-04-25 19:16:00,5,预警,焚烧炉出口氧含量偏低,预警
