时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分
2025-06-01 00:00:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:00:00,4,预警,焚烧炉出口氧含量偏高,预警
2025-06-01 00:00:00,6,报警,低炉温焚烧,报警
2025-06-01 00:00:00,3,预警,焚烧炉出口氧含量偏高,预警
2025-06-01 00:00:00,6,预警,布袋除尘器压力损失偏低,预警
2025-06-01 00:02:00,6,预警,焚烧炉出口氧含量偏高,预警
2025-06-01 00:04:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:05:00,6,报警,低炉温焚烧,报警
2025-06-01 00:05:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:10:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:10:00,6,报警,低炉温焚烧,报警
2025-06-01 00:10:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:15:00,6,报警,低炉温焚烧,报警
2025-06-01 00:15:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:18:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:20:00,6,报警,低炉温焚烧,报警
2025-06-01 00:20:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:24:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:25:00,6,报警,低炉温焚烧,报警
2025-06-01 00:25:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:30:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:30:00,6,报警,低炉温焚烧,报警
2025-06-01 00:32:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:35:00,6,报警,低炉温焚烧,报警
2025-06-01 00:35:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:40:00,6,报警,低炉温焚烧,报警
2025-06-01 00:40:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:40:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:45:00,6,报警,低炉温焚烧,报警
2025-06-01 00:45:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:50:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:50:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:50:00,6,报警,低炉温焚烧,报警
2025-06-01 00:54:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 00:55:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 00:55:00,6,报警,低炉温焚烧,报警
2025-06-01 01:00:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:00:00,6,报警,低炉温焚烧,报警
2025-06-01 01:04:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 01:05:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:05:00,6,报警,低炉温焚烧,报警
2025-06-01 01:10:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:10:00,6,报警,低炉温焚烧,报警
2025-06-01 01:10:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 01:15:00,6,报警,低炉温焚烧,报警
2025-06-01 01:15:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:16:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 01:20:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 01:20:00,6,报警,低炉温焚烧,报警
2025-06-01 01:20:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:25:00,6,报警,低炉温焚烧,报警
2025-06-01 01:25:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:30:00,6,报警,低炉温焚烧,报警
2025-06-01 01:30:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:34:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 01:35:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:35:00,6,报警,低炉温焚烧,报警
2025-06-01 01:40:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:40:00,6,报警,低炉温焚烧,报警
2025-06-01 01:42:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 01:45:00,6,报警,低炉温焚烧,报警
2025-06-01 01:45:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:50:00,6,报警,低炉温焚烧,报警
2025-06-01 01:50:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:55:00,6,报警,低炉温焚烧,报警
2025-06-01 01:55:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 01:56:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 02:00:00,6,报警,低炉温焚烧,报警
2025-06-01 02:00:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 02:02:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 02:05:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 02:05:00,6,报警,低炉温焚烧,报警
2025-06-01 02:08:00,5,预警,焚烧炉出口氧含量偏低,预警
2025-06-01 02:10:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 02:10:00,6,报警,低炉温焚烧,报警
2025-06-01 02:15:00,6,报警,低炉温焚烧,报警
2025-06-01 02:15:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 02:20:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 02:20:00,6,报警,低炉温焚烧,报警
2025-06-01 02:25:00,6,报警,低炉温焚烧,报警
2025-06-01 02:25:00,6,预警,瞬时低炉温焚烧,预警
2025-06-01 02:30:00,6,报警,低炉温焚烧,报警
